Embeddings file: data/swiss-ai_apertus-sft-mixture/small_train_conversation_embeddings__sentence-transformers__paraphrase-multilingual-mpnet-base-v2.npy
TAG: small_train_conversation_embeddings__sentence-transformers__paraphrase-multilingual-mpnet-base-v2
    'sq_noise': count=634
  HDBSCAN: all points labeled as noise; no internal metrics.

Language 'sv'
  n_conversations: 1167
  cluster_langwise_final counts:
    'sv_noise': count=1167
  HDBSCAN: all points labeled as noise; no internal metrics.

Language 'sw'
  n_conversations: 305
  cluster_langwise_final counts:
    'sw_noise': count=305
  HDBSCAN: all points labeled as noise; no internal metrics.

Language 'th'
  n_conversations: 10
  cluster_langwise_final counts:
    'th': count=10
  (n_conversations < MIN_LANG_SAMPLES_FOR_CLUSTERING=300, no HDBSCAN run; cluster is the language itself.)

Language 'tl'
  n_conversations: 77
  cluster_langwise_final counts:
    'tl': count=77
  (n_conversations < MIN_LANG_SAMPLES_FOR_CLUSTERING=300, no HDBSCAN run; cluster is the language itself.)

Language 'tr'
  n_conversations: 1271
  cluster_langwise_final counts:
    'tr_noise': count=1271
  HDBSCAN: all points labeled as noise; no internal metrics.

Language 'uk'
  n_conversations: 1385
  cluster_langwise_final counts:
    'uk_noise': count=1385
  HDBSCAN: all points labeled as noise; no internal metrics.

Language 'unknown'
  n_conversations: 20
  cluster_langwise_final counts:
    'unknown': count=20
  (n_conversations < MIN_LANG_SAMPLES_FOR_CLUSTERING=300, no HDBSCAN run; cluster is the language itself.)

Language 'ur'
  n_conversations: 4
  cluster_langwise_final counts:
    'ur': count=4
  (n_conversations < MIN_LANG_SAMPLES_FOR_CLUSTERING=300, no HDBSCAN run; cluster is the language itself.)

Language 'vi'
  n_conversations: 103
  cluster_langwise_final counts:
    'vi': count=103
  (n_conversations < MIN_LANG_SAMPLES_FOR_CLUSTERING=300, no HDBSCAN run; cluster is the language itself.)

Language 'zh-cn'
  n_conversations: 1172
  cluster_langwise_final counts:
    'zh-cn_noise': count=1172
  HDBSCAN: all points labeled as noise; no internal metrics.

Language 'zh-tw'
  n_conversations: 9
  cluster_langwise_final counts:
    'zh-tw': count=9
  (n_conversations < MIN_LANG_SAMPLES_FOR_CLUSTERING=300, no HDBSCAN run; cluster is the language itself.)
